Date,Source,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
02/12/2015,AQS,1,15,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/13/2015,AQS,1,37.3,ppb,35,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/14/2015,AQS,1,14.2,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/15/2015,AQS,1,11.8,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/16/2015,AQS,1,47.4,ppb,44,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/17/2015,AQS,1,47,ppb,44,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/18/2015,AQS,1,48.2,ppb,45,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/19/2015,AQS,1,20,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/20/2015,AQS,1,53.7,ppb,50,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/21/2015,AQS,1,44.1,ppb,42,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/22/2015,AQS,1,30.6,ppb,28,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/23/2015,AQS,1,16.9,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/24/2015,AQS,1,32.7,ppb,30,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/25/2015,AQS,1,19.1,ppb,18,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/26/2015,AQS,1,24.5,ppb,23,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/27/2015,AQS,1,26.5,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
02/28/2015,AQS,1,54.8,ppb,51,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/01/2015,AQS,1,53.3,ppb,50,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/02/2015,AQS,1,22.7,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/03/2015,AQS,1,27.8,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/04/2015,AQS,1,27.3,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/05/2015,AQS,1,16.1,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/06/2015,AQS,1,43.3,ppb,41,Rochester Near-Road,23,96,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/07/2015,AQS,1,33,ppb,31,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/08/2015,AQS,1,30.2,ppb,28,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/09/2015,AQS,1,23,ppb,22,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/10/2015,AQS,1,35.8,ppb,33,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/11/2015,AQS,1,14,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/12/2015,AQS,1,31.3,ppb,29,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/13/2015,AQS,1,34.3,ppb,32,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/14/2015,AQS,1,29.8,ppb,27,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/15/2015,AQS,1,14.9,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/16/2015,AQS,1,36.7,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/17/2015,AQS,1,26.1,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/18/2015,AQS,1,19.3,ppb,18,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/19/2015,AQS,1,46,ppb,43,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/20/2015,AQS,1,27.6,ppb,25,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/21/2015,AQS,1,10.7,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/22/2015,AQS,1,9,ppb,8,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/23/2015,AQS,1,24.3,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/24/2015,AQS,1,34.4,ppb,32,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/25/2015,AQS,1,34.4,ppb,32,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/26/2015,AQS,1,33,ppb,31,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/27/2015,AQS,1,22.6,ppb,21,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/28/2015,AQS,1,13,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/29/2015,AQS,1,16.7,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/30/2015,AQS,1,11.1,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
03/31/2015,AQS,1,36.1,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/01/2015,AQS,1,24.3,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/02/2015,AQS,1,36.6,ppb,34,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/03/2015,AQS,1,22.1,ppb,21,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/04/2015,AQS,1,16.4,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/05/2015,AQS,1,15.6,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/06/2015,AQS,1,24,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/07/2015,AQS,1,14.2,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/08/2015,AQS,1,17.1,ppb,16,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/09/2015,AQS,1,18.3,ppb,17,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/10/2015,AQS,1,15.2,ppb,14,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/11/2015,AQS,1,8.3,ppb,8,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/12/2015,AQS,1,28.2,ppb,26,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/13/2015,AQS,1,32.3,ppb,30,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/14/2015,AQS,1,37.4,ppb,35,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/15/2015,AQS,1,34.8,ppb,32,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/16/2015,AQS,1,29.4,ppb,27,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/17/2015,AQS,1,25.2,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/18/2015,AQS,1,13.2,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/19/2015,AQS,1,12.6,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/20/2015,AQS,1,10.1,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/21/2015,AQS,1,14.8,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/22/2015,AQS,1,15.2,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/23/2015,AQS,1,24.9,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/24/2015,AQS,1,18.1,ppb,17,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/25/2015,AQS,1,23.5,ppb,22,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/26/2015,AQS,1,28.7,ppb,26,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/27/2015,AQS,1,10.4,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/28/2015,AQS,1,22.3,ppb,21,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/29/2015,AQS,1,21.4,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
04/30/2015,AQS,1,26.8,ppb,25,Rochester Near-Road,21,88,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/01/2015,AQS,1,35.5,ppb,33,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/02/2015,AQS,1,21.6,ppb,20,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/03/2015,AQS,1,16.1,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/04/2015,AQS,1,19.4,ppb,18,Rochester Near-Road,21,88,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/05/2015,AQS,1,25.4,ppb,24,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/06/2015,AQS,1,28.6,ppb,26,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/07/2015,AQS,1,23.8,ppb,22,Rochester Near-Road,18,75,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/08/2015,AQS,1,34.2,ppb,32,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/09/2015,AQS,1,16.7,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/10/2015,AQS,1,10.7,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/11/2015,AQS,1,12.1,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/12/2015,AQS,1,14.7,ppb,13,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/13/2015,AQS,1,11.7,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/14/2015,AQS,1,24.5,ppb,23,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/15/2015,AQS,1,21.8,ppb,20,Rochester Near-Road,21,88,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/16/2015,AQS,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/17/2015,AQS,1,11.5,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/18/2015,AQS,1,13.6,ppb,12,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/19/2015,AQS,1,12,ppb,11,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/20/2015,AQS,1,11.5,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/21/2015,AQS,1,20.1,ppb,19,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/22/2015,AQS,1,10.3,ppb,9,Rochester Near-Road,22,92,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/23/2015,AQS,1,15.5,ppb,14,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/24/2015,AQS,1,10,ppb,9,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/25/2015,AQS,1,11.7,ppb,10,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
05/26/2015,AQS,1,16.3,ppb,15,Rochester Near-Road,24,100,42602,Nitrogen dioxide (NO2),200,40380,"Rochester, NY",36,New York,55,Monroe,43.14501268,-77.55728026
